OTUID	LF-1.fq	LF-6.fq	B80-1.fq	B80-4.fq	LF-2.fq	LF-3.fq	B80-5.fq	B80-6.fq	B80-2.fq	LF-4.fq	LF-5.fq	B80-3.fq
949348	0	0	0	0	0	1	0	0	0	0	0	0
4356931	0	0	0	0	0	1	0	0	0	0	1	0
560237	0	0	0	0	0	1	1	0	1	1	0	0
250408	0	0	0	0	0	1	0	0	1	0	0	0
60609	0	0	0	0	0	1	0	0	0	0	0	0
536612	0	0	0	0	0	2	0	0	0	0	0	0
141688	0	0	0	0	0	1	0	0	0	0	0	0
587227	0	0	0	0	0	1	0	0	0	0	0	0
4369743	0	0	0	0	0	1	0	0	0	0	0	0
4336536	0	0	0	0	0	1	0	0	0	0	0	1
215504	0	0	0	0	0	1	0	0	0	0	0	0
243306	0	0	0	0	0	1	0	0	0	0	0	0
543181	0	0	0	0	0	1	0	1	0	0	0	0
287361	0	0	0	0	0	1	0	0	0	0	0	0
23971	0	0	0	0	0	1	0	0	0	0	0	0
583898	0	0	0	0	0	1	0	0	0	0	0	0
535159	0	0	0	0	0	1	0	0	0	0	0	0
96086	0	0	0	0	0	1	0	0	0	1	0	0
299505	0	0	0	0	0	1	1	0	0	0	0	0
4382176	0	0	0	0	0	1	0	0	0	0	0	0
313934	0	0	0	0	0	1	0	0	0	0	0	0
1722698	0	0	0	0	0	1	0	0	0	0	0	0
3040333	0	0	0	0	0	2	0	1	0	0	0	0
892370	0	0	0	0	0	1	0	0	0	0	0	0
1098866	0	0	0	0	0	1	0	0	0	0	1	0
1143661	0	0	0	0	0	1	0	0	0	0	0	0
1122584	0	0	0	0	0	1	0	0	0	0	0	0
837069	0	0	0	0	0	1	0	0	0	2	0	1
4752	0	0	0	0	0	1	0	0	0	0	0	0
13069	0	0	0	0	0	1	0	0	1	0	0	0
151729	0	0	0	0	0	1	1	0	0	1	0	3
11399	0	0	0	0	0	1	0	0	0	0	0	0
1029165	0	0	0	0	0	1	0	0	0	0	0	0
891005	0	0	0	0	0	1	0	0	0	0	0	0
175290	0	0	0	0	0	1	0	0	0	0	0	0
341831	0	0	0	0	0	1	0	0	1	0	0	0
871914	0	0	0	0	0	1	0	0	0	0	0	0
938496	0	0	0	0	0	1	0	0	0	0	0	0
331686	0	0	0	0	0	1	0	0	0	0	0	0
4326937	0	0	0	0	0	1	0	0	0	0	0	0
915958	0	0	0	0	0	1	0	0	0	0	0	0
818479	0	0	0	0	0	1	0	0	0	0	1	1
314204	0	0	0	0	0	1	0	0	0	0	0	0
4401513	0	0	0	0	0	1	0	0	0	0	0	0
2273345	0	0	0	0	0	1	0	0	0	0	0	0
18546	0	0	0	0	0	1	0	1	0	0	0	1
13847	0	0	0	0	0	1	0	0	0	0	0	0
66902	0	0	0	0	0	1	0	0	1	0	1	0
4397479	0	0	0	0	0	1	0	0	0	0	0	0
4175707	0	0	0	0	0	1	0	0	0	0	0	0
1136507	0	0	0	0	0	1	1	0	0	0	0	1
140439	0	0	0	0	0	1	0	0	0	0	0	0
3418930	0	0	0	0	0	1	0	0	0	0	0	0
1136762	0	0	0	0	0	1	0	0	0	0	1	3
789739	0	0	0	0	0	1	0	0	0	2	0	0
210904	0	0	0	0	0	1	0	0	0	0	0	0
151131	0	0	0	0	0	1	1	0	0	0	2	0
920506	0	0	0	0	0	1	0	0	1	0	0	0
907948	0	0	0	0	0	1	0	0	0	0	0	0
1047041	0	0	0	0	0	1	0	0	0	0	0	0
103366	0	0	0	0	0	1	0	0	0	0	0	0
574051	0	0	0	0	0	1	2	3	2	0	1	0
356083	0	0	0	0	0	1	0	0	0	0	0	0
553357	0	0	0	0	0	1	0	0	0	0	0	0
651143	0	0	0	0	0	1	0	1	2	0	0	0
334485	0	0	0	0	0	2	0	0	0	1	0	1
1139344	0	0	0	0	0	1	0	0	0	0	1	0
166367	0	0	0	0	0	1	0	0	0	0	0	0
583095	0	0	0	0	0	2	0	0	0	0	0	0
152130	0	0	0	0	0	2	0	0	0	0	0	0
4466444	0	0	0	0	0	2	0	0	0	1	1	0
566683	0	0	0	0	0	1	0	0	0	1	0	1
212027	0	0	0	0	0	1	0	0	0	0	0	0
237206	0	0	0	0	0	1	0	0	0	0	0	0
565744	0	0	0	0	0	1	0	0	0	0	0	0
672668	0	0	0	0	0	1	0	0	0	0	0	0
4425473	0	0	0	0	0	1	0	0	0	0	0	2
3518	0	0	0	0	0	1	0	0	0	1	0	0
331465	0	0	0	0	0	2	1	1	0	1	0	0
4439836	0	0	0	0	0	1	0	0	0	0	0	0
102746	0	0	0	0	0	1	0	0	0	0	0	0
2640121	0	0	0	0	0	1	0	0	0	0	0	0
520693	0	0	0	0	0	1	0	0	0	0	0	0
143561	0	0	0	0	0	1	0	0	0	0	0	0
96549	0	0	0	0	0	1	0	1	0	0	1	0
591747	0	0	0	0	0	1	1	0	0	0	0	0
510993	0	0	0	0	0	1	0	0	0	0	0	0
582366	0	0	0	0	0	1	0	0	0	0	0	0
904196	0	0	0	0	0	1	0	0	0	0	0	0
2470350	0	0	0	0	0	1	0	1	1	1	0	0
694995	0	0	0	0	0	1	0	0	0	1	1	0
848158	0	0	0	0	0	1	0	0	0	0	1	0
144887	0	0	0	0	0	1	0	0	0	0	0	0
826836	0	0	0	0	0	1	0	2	0	0	0	0
1128107	0	0	0	0	0	1	0	0	0	0	1	0
2195531	0	0	0	0	0	1	0	0	0	0	0	0
1120116	0	0	0	0	0	1	1	2	1	3	1	0
672109	0	0	0	0	0	1	0	0	0	0	0	0
251613	0	0	0	0	0	1	0	0	0	0	0	0
540737	0	0	0	0	0	1	0	0	0	0	0	0
904322	0	0	0	0	0	1	0	0	0	1	0	0
4469867	0	0	0	0	0	1	0	0	0	0	0	0
565761	0	0	0	0	0	1	0	0	0	0	0	0
1435	0	0	0	0	0	2	0	0	0	0	0	0
540274	0	0	0	0	0	1	0	0	0	0	0	0
360253	0	0	0	0	0	1	0	0	0	0	0	0
1112552	0	0	0	0	0	1	0	0	0	0	0	0
704830	0	0	0	0	0	1	0	0	0	0	0	0
4360288	0	0	0	0	0	1	0	0	0	0	0	0
4433874	0	0	0	0	0	1	0	1	0	0	0	1
814239	0	0	0	0	0	1	0	0	2	0	0	0
1114337	0	0	0	0	0	1	0	0	0	1	2	0
4441077	0	0	0	0	0	1	0	0	0	0	0	0
114415	0	0	0	0	0	1	0	0	1	1	0	0
4348745	0	0	0	0	0	1	0	0	0	1	1	0
663384	0	0	0	0	0	1	0	0	0	2	0	0
3010535	0	0	0	0	0	1	0	0	1	0	0	0
4416962	0	0	0	0	0	1	0	0	0	0	0	0
277414	0	0	0	0	0	1	0	0	0	0	0	0
4480952	0	0	0	0	0	1	0	0	0	0	0	0
4458983	0	0	0	0	0	1	0	0	0	0	0	0
1933407	0	0	0	0	0	1	0	0	0	0	0	1
275442	0	0	0	0	0	1	0	0	0	0	1	0
1144497	0	0	0	0	0	1	0	1	0	0	0	0
563764	0	0	0	0	0	1	0	0	0	0	0	0
278225	0	0	0	0	0	2	0	0	0	0	0	0
109522	0	0	0	0	0	1	0	0	0	0	0	0
246893	0	0	0	0	0	1	1	0	0	0	1	0
376634	0	0	0	0	0	1	0	0	0	0	0	0
821625	0	0	0	0	0	1	0	0	0	0	0	0
254098	0	0	0	0	0	1	0	0	0	0	0	0
948180	0	0	0	0	0	1	0	0	0	0	0	1
832626	0	0	0	0	0	1	0	0	0	1	0	3
1107243	0	0	0	0	0	1	0	0	0	0	0	0
4468716	0	0	0	0	0	1	0	1	0	0	1	0
257495	0	0	0	0	0	1	0	1	1	1	1	0
4413716	0	0	0	0	0	1	0	0	0	0	0	0
4336050	0	0	0	0	0	1	0	0	0	0	0	0
244063	0	0	0	0	0	1	0	0	1	0	0	0
661548	0	0	0	0	0	1	0	0	0	0	0	0
513979	0	0	0	0	0	1	0	1	0	1	0	0
579227	0	0	0	0	0	1	0	1	0	0	0	0
4354254	0	0	0	0	0	1	0	1	0	0	0	0
539674	0	0	0	0	0	1	0	0	0	0	0	0
584933	0	0	0	0	0	1	1	0	0	0	0	2
136264	0	0	0	0	0	1	0	0	0	0	0	0
237991	0	0	0	0	0	1	0	0	0	0	0	0
4305436	0	0	0	0	0	1	0	0	0	0	0	0
138436	0	0	0	0	0	2	0	0	0	0	0	0
3239984	0	0	0	0	0	1	0	0	0	0	0	0
543962	0	0	0	0	0	1	0	0	0	0	0	0
360508	0	0	0	0	0	1	0	0	1	1	0	0
543801	0	0	0	0	0	1	0	0	0	0	0	0
211684	0	0	0	0	0	1	0	0	0	0	0	0
262551	0	0	0	0	0	1	0	0	0	0	0	0
4427379	0	0	0	0	0	1	0	0	0	0	0	0
568398	0	0	0	0	0	1	0	0	0	0	0	0
112836	0	0	0	0	0	1	0	0	0	1	0	1
110474	0	0	0	0	0	1	0	0	0	0	0	0
4305166	0	0	0	0	0	1	1	0	0	0	1	0
1053194	0	0	0	0	0	1	1	0	0	1	0	0
531288	0	0	0	0	0	1	0	0	0	0	0	0
4382182	0	0	0	0	0	1	0	1	0	1	0	0
538601	0	0	0	0	0	1	0	0	0	1	0	0
838066	0	0	0	0	0	1	0	0	0	0	0	0
510999	0	0	0	0	0	1	0	0	0	0	2	0
157711	0	0	0	0	0	1	0	0	0	0	0	0
715800	0	0	0	0	0	1	0	0	0	0	0	0
415661	0	0	0	0	0	1	1	0	1	0	0	0
4320648	0	0	0	0	0	1	0	0	0	0	0	0
3270462	0	0	0	0	0	1	0	0	0	0	0	1
269608	0	0	0	0	0	1	0	0	0	0	0	0
4340699	0	0	0	0	0	1	0	0	0	0	0	0
812902	0	0	0	0	0	1	0	0	0	1	0	3
12919	0	0	0	0	0	1	0	0	0	0	0	0
214620	0	0	0	0	0	1	0	0	0	1	0	0
671147	0	0	0	0	0	1	0	0	0	4	1	0
4310013	0	0	0	0	0	1	1	0	1	0	0	0
4355364	0	0	0	0	0	1	0	0	0	0	1	0
251039	0	0	0	0	0	1	0	0	0	0	0	0
915309	0	0	0	0	0	1	0	0	0	0	0	0
4378625	0	0	0	0	0	1	0	0	0	1	0	0
662645	0	0	0	0	0	1	0	1	0	0	0	0
3655698	0	0	0	0	0	1	0	1	0	0	0	1
815678	0	0	0	0	0	1	0	0	2	0	2	2
541328	0	0	0	0	0	1	0	0	0	0	0	0
37092	0	0	0	0	0	1	0	0	0	2	2	0
576965	0	0	0	0	0	1	0	0	0	0	0	0
929493	0	0	0	0	0	0	1	0	0	0	0	0
554299	0	0	0	0	0	0	1	0	0	0	0	0
811148	0	0	0	0	0	0	1	0	0	0	0	0
210800	0	0	0	0	0	0	1	0	1	0	0	0
10760	0	0	0	0	0	0	1	0	1	2	1	0
208708	0	0	0	0	0	0	1	0	1	0	0	0
789313	0	0	0	0	0	0	1	0	0	0	0	0
1111584	0	0	0	0	0	0	1	0	0	1	2	1
545721	0	0	0	0	0	0	1	0	0	1	0	0
351680	0	0	0	0	0	0	1	0	0	0	0	0
4301259	0	0	0	0	0	0	1	0	0	0	0	0
613241	0	0	0	0	0	0	1	0	0	0	0	0
326054	0	0	0	0	0	0	1	0	0	0	0	0
311118	0	0	0	0	0	0	1	0	0	0	0	0
1909053	0	0	0	0	0	0	1	0	0	0	0	0
141288	0	0	0	0	0	0	1	2	0	0	1	0
291692	0	0	0	0	0	0	1	0	0	0	0	0
551567	0	0	0	0	0	0	1	0	0	0	0	0
269063	0	0	0	0	0	0	1	0	0	0	0	0
665808	0	0	0	0	0	0	1	0	0	0	0	0
554177	0	0	0	0	0	0	1	0	2	1	0	1
248218	0	0	0	0	0	0	1	0	0	0	0	0
1007098	0	0	0	0	0	0	1	0	0	0	0	0
815637	0	0	0	0	0	0	1	0	0	0	0	0
1046664	0	0	0	0	0	0	1	0	0	1	0	0
150681	0	0	0	0	0	0	1	0	1	0	0	0
225605	0	0	0	0	0	0	1	0	1	0	0	0
531378	0	0	0	0	0	0	1	0	0	0	0	0
509723	0	0	0	0	0	0	1	0	0	0	0	0
658384	0	0	0	0	0	0	1	0	0	0	0	0
534367	0	0	0	0	0	0	1	0	1	0	0	0
721654	0	0	0	0	0	0	1	0	0	0	0	0
4412801	0	0	0	0	0	0	1	0	0	0	0	0
2741780	0	0	0	0	0	0	1	0	0	0	0	0
890316	0	0	0	0	0	0	1	0	1	1	0	1
531803	0	0	0	0	0	0	1	0	0	0	0	0
246575	0	0	0	0	0	0	1	0	0	0	0	0
3963494	0	0	0	0	0	0	2	0	0	1	0	1
572434	0	0	0	0	0	0	1	0	0	0	0	0
1111413	0	0	0	0	0	0	2	0	0	0	1	0
694781	0	0	0	0	0	0	1	0	0	1	5	0
4408378	0	0	0	0	0	0	1	0	0	0	0	1
807415	0	0	0	0	0	0	1	1	2	0	1	1
526243	0	0	0	0	0	0	2	1	1	0	0	0
254180	0	0	0	0	0	0	1	0	0	0	0	0
244727	0	0	0	0	0	0	2	0	0	0	1	0
423327	0	0	0	0	0	0	1	0	0	0	0	0
362845	0	0	0	0	0	0	1	0	1	0	1	0
553497	0	0	0	0	0	0	1	1	0	0	0	0
593400	0	0	0	0	0	0	1	0	0	0	0	0
3815760	0	0	0	0	0	0	1	0	0	0	0	0
548015	0	0	0	0	0	0	1	0	0	0	0	0
161169	0	0	0	0	0	0	1	0	0	0	0	0
965048	0	0	0	0	0	0	1	0	0	0	0	0
104181	0	0	0	0	0	0	1	0	0	0	0	0
143678	0	0	0	0	0	0	1	0	1	0	0	0
1116186	0	0	0	0	0	0	1	0	0	0	0	0
688934	0	0	0	0	0	0	1	0	0	0	0	0
569061	0	0	0	0	0	0	1	0	0	0	3	0
3498470	0	0	0	0	0	0	1	0	2	0	0	0
39143	0	0	0	0	0	0	1	0	0	0	1	0
999870	0	0	0	0	0	0	3	2	0	0	0	1
4432676	0	0	0	0	0	0	1	1	0	0	0	0
681246	0	0	0	0	0	0	1	0	0	0	0	0
207635	0	0	0	0	0	0	1	0	0	0	0	0
4432470	0	0	0	0	0	0	1	0	0	0	0	0
359689	0	0	0	0	0	0	1	0	0	0	0	0
4482839	0	0	0	0	0	0	1	0	0	0	1	0
748636	0	0	0	0	0	0	1	0	0	1	0	0
576611	0	0	0	0	0	0	1	0	0	0	0	0
263857	0	0	0	0	0	0	1	0	0	0	0	0
77473	0	0	0	0	0	0	1	0	0	0	0	0
95621	0	0	0	0	0	0	1	0	0	0	0	0
1013739	0	0	0	0	0	0	1	0	0	0	0	0
221379	0	0	0	0	0	0	1	0	0	0	0	0
1127856	0	0	0	0	0	0	1	0	0	0	0	0
519944	0	0	0	0	0	0	1	0	0	0	0	0
4478898	0	0	0	0	0	0	1	0	0	0	0	0
4450089	0	0	0	0	0	0	1	0	0	0	0	0
4399397	0	0	0	0	0	0	1	0	0	0	0	0
327042	0	0	0	0	0	0	1	0	0	1	0	0
4425896	0	0	0	0	0	0	1	0	0	0	0	0
102326	0	0	0	0	0	0	3	0	0	2	0	0
229803	0	0	0	0	0	0	1	0	0	0	0	0
1694480	0	0	0	0	0	0	1	0	1	0	1	0
2174310	0	0	0	0	0	0	1	0	0	0	0	0
806094	0	0	0	0	0	0	1	0	0	0	0	0
643182	0	0	0	0	0	0	1	0	0	0	0	0
223520	0	0	0	0	0	0	1	0	0	0	0	0
4364413	0	0	0	0	0	0	1	0	0	0	0	0
563375	0	0	0	0	0	0	1	2	0	0	0	1
1135458	0	0	0	0	0	0	1	0	1	0	0	0
361702	0	0	0	0	0	0	1	0	0	0	0	0
106334	0	0	0	0	0	0	1	0	0	0	0	0
657591	0	0	0	0	0	0	1	1	0	0	0	0
2536925	0	0	0	0	0	0	1	0	0	0	0	0
4314949	0	0	0	0	0	0	1	0	0	0	0	0
963132	0	0	0	0	0	0	1	0	0	0	0	0
211171	0	0	0	0	0	0	1	1	1	1	0	0
4335672	0	0	0	0	0	0	2	1	0	0	0	0
776787	0	0	0	0	0	0	2	1	0	0	0	0
4320428	0	0	0	0	0	0	1	0	0	0	0	0
4418354	0	0	0	0	0	0	1	0	0	0	0	0
999038	0	0	0	0	0	0	1	0	0	0	1	0
258955	0	0	0	0	0	0	1	0	0	0	1	0
849160	0	0	0	0	0	0	1	0	0	0	0	0
1109587	0	0	0	0	0	0	1	0	0	0	0	0
123752	0	0	0	0	0	0	1	0	0	0	0	0
1097359	0	0	0	0	0	0	1	0	1	0	0	0
1117097	0	0	0	0	0	0	1	0	0	0	0	0
551517	0	0	0	0	0	0	1	2	0	1	0	0
4411895	0	0	0	0	0	0	1	0	0	0	0	0
1079481	0	0	0	0	0	0	1	0	0	0	0	0
534914	0	0	0	0	0	0	1	0	0	0	0	0
4393056	0	0	0	0	0	0	1	1	2	0	0	0
137544	0	0	0	0	0	0	1	0	0	2	1	0
4356361	0	0	0	0	0	0	1	0	0	0	1	0
570079	0	0	0	0	0	0	1	3	0	1	0	1
1063088	0	0	0	0	0	0	1	0	0	0	0	0
250371	0	0	0	0	0	0	1	1	0	0	0	0
856343	0	0	0	0	0	0	1	0	0	0	0	0
810360	0	0	0	0	0	0	1	0	0	0	0	0
4348692	0	0	0	0	0	0	1	0	0	0	0	0
231088	0	0	0	0	0	0	1	0	0	0	0	0
182038	0	0	0	0	0	0	1	0	1	0	0	0
531515	0	0	0	0	0	0	1	0	0	0	0	0
310817	0	0	0	0	0	0	2	0	0	0	0	0
5266	0	0	0	0	0	0	1	0	1	0	0	0
4353325	0	0	0	0	0	0	1	0	0	0	0	0
304531	0	0	0	0	0	0	1	0	0	0	0	0
152978	0	0	0	0	0	0	1	0	0	1	0	0
4430083	0	0	0	0	0	0	1	0	0	0	0	0
583865	0	0	0	0	0	0	1	1	2	0	0	0
2453568	0	0	0	0	0	0	2	0	0	0	0	0
4361131	0	0	0	0	0	0	1	0	0	0	1	0
722085	0	0	0	0	0	0	1	0	0	0	0	0
362710	0	0	0	0	0	0	1	0	0	1	0	0
640341	0	0	0	0	0	0	2	0	0	0	0	0
78724	0	0	0	0	0	0	1	0	0	0	0	0
2429852	0	0	0	0	0	0	2	3	0	0	0	0
4339351	0	0	0	0	0	0	1	1	1	0	0	0
226596	0	0	0	0	0	0	1	0	0	0	0	1
5442	0	0	0	0	0	0	1	0	0	0	0	0
657452	0	0	0	0	0	0	1	1	0	0	0	0
4468591	0	0	0	0	0	0	1	0	0	0	0	0
917888	0	0	0	0	0	0	1	0	0	0	0	0
4253641	0	0	0	0	0	0	1	0	1	0	0	0
79436	0	0	0	0	0	0	1	1	0	0	0	1
413256	0	0	0	0	0	0	1	1	1	0	0	0
3846621	0	0	0	0	0	0	1	0	0	0	0	0
579843	0	0	0	0	0	0	1	0	1	0	0	0
1852120	0	0	0	0	0	0	1	0	0	1	0	0
4398570	0	0	0	0	0	0	2	0	0	0	0	0
592973	0	0	0	0	0	0	1	1	0	0	0	0
3031461	0	0	0	0	0	0	1	1	0	0	0	0
312574	0	0	0	0	0	0	1	0	0	0	0	0
2234409	0	0	0	0	0	0	1	0	0	0	0	1
758764	0	0	0	0	0	0	1	0	0	0	0	0
348395	0	0	0	0	0	0	1	0	0	0	1	0
202224	0	0	0	0	0	0	1	0	0	0	0	0
218700	0	0	0	0	0	0	1	0	0	0	1	0
2979771	0	0	0	0	0	0	1	0	0	0	0	0
737690	0	0	0	0	0	0	1	0	0	0	0	0
4438759	0	0	0	0	0	0	1	0	2	3	1	2
4302620	0	0	0	0	0	0	1	1	0	0	0	0
750840	0	0	0	0	0	0	1	0	0	0	0	0
77193	0	0	0	0	0	0	1	0	0	1	0	0
820506	0	0	0	0	0	0	1	0	0	0	0	0
546390	0	0	0	0	0	0	1	1	0	0	0	0
566352	0	0	0	0	0	0	1	0	0	0	0	0
5812	0	0	0	0	0	0	1	0	0	0	0	0
238693	0	0	0	0	0	0	1	0	0	0	0	0
247980	0	0	0	0	0	0	1	0	0	0	0	0
273373	0	0	0	0	0	0	1	0	1	0	1	0
628293	0	0	0	0	0	0	1	0	1	0	0	0
354224	0	0	0	0	0	0	1	2	0	0	1	0
688831	0	0	0	0	0	0	1	0	0	5	1	1
4305674	0	0	0	0	0	0	1	0	0	0	0	0
1104896	0	0	0	0	0	0	1	0	0	1	0	0
4331896	0	0	0	0	0	0	1	0	1	0	1	0
322506	0	0	0	0	0	0	1	0	0	0	0	0
268621	0	0	0	0	0	0	1	0	0	0	0	0
155955	0	0	0	0	0	0	1	0	0	0	0	0
4305725	0	0	0	0	0	0	1	0	0	2	0	0
250572	0	0	0	0	0	0	1	1	0	0	1	2
167188	0	0	0	0	0	0	1	0	0	0	0	0
2209903	0	0	0	0	0	0	1	0	0	0	0	0
241214	0	0	0	0	0	0	1	1	0	0	0	0
529635	0	0	0	0	0	0	1	0	0	0	0	0
253724	0	0	0	0	0	0	1	0	0	0	0	1
765852	0	0	0	0	0	0	1	0	0	0	0	0
4433512	0	0	0	0	0	0	1	0	1	0	1	2
1144726	0	0	0	0	0	0	1	0	0	1	0	0
4458713	0	0	0	0	0	0	1	0	0	0	0	0
4424638	0	0	0	0	0	0	1	0	0	0	0	0
585708	0	0	0	0	0	0	1	0	0	0	0	0
285536	0	0	0	0	0	0	1	0	0	0	0	0
695567	0	0	0	0	0	0	1	0	0	0	0	0
4480240	0	0	0	0	0	0	1	0	1	1	0	0
526204	0	0	0	0	0	0	1	0	0	0	0	0
987553	0	0	0	0	0	0	1	0	0	0	0	0
836475	0	0	0	0	0	0	1	0	0	0	0	0
287776	0	0	0	0	0	0	1	0	0	0	0	0
885496	0	0	0	0	0	0	1	0	0	0	1	0
60581	0	0	0	0	0	0	1	0	1	0	0	0
872600	0	0	0	0	0	0	1	0	0	0	0	0
580920	0	0	0	0	0	0	1	1	1	0	0	1
1088543	0	0	0	0	0	0	1	0	0	1	0	0
589233	0	0	0	0	0	0	1	0	1	1	1	1
4362556	0	0	0	0	0	0	1	0	0	0	0	0
253948	0	0	0	0	0	0	1	0	0	0	1	2
4432482	0	0	0	0	0	0	1	0	0	0	0	0
4437903	0	0	0	0	0	0	1	0	0	0	0	0
1015969	0	0	0	0	0	0	1	0	1	0	0	0
305420	0	0	0	0	0	0	1	0	0	0	0	0
239128	0	0	0	0	0	0	1	0	0	0	0	0
136741	0	0	0	0	0	0	1	0	1	0	0	1
814647	0	0	0	0	0	0	1	0	0	0	0	0
4343659	0	0	0	0	0	0	1	0	0	0	0	0
239300	0	0	0	0	0	0	1	0	0	0	0	0
113378	0	0	0	0	0	0	1	0	0	0	0	0
113609	0	0	0	0	0	0	1	1	0	2	0	0
1133373	0	0	0	0	0	0	1	0	0	0	0	0
4425390	0	0	0	0	0	0	1	0	0	0	0	0
556903	0	0	0	0	0	0	1	0	0	0	0	0
3248144	0	0	0	0	0	0	1	0	0	0	0	0
552003	0	0	0	0	0	0	1	0	0	1	0	0
4314420	0	0	0	0	0	0	1	0	0	0	0	0
2578886	0	0	0	0	0	0	1	0	0	0	0	0
3110493	0	0	0	0	0	0	1	0	0	1	0	0
1050747	0	0	0	0	0	0	0	1	0	0	0	0
111642	0	0	0	0	0	0	0	1	0	0	1	0
4327064	0	0	0	0	0	0	0	1	0	0	1	0
419448	0	0	0	0	0	0	0	1	0	0	0	0
751720	0	0	0	0	0	0	0	2	0	0	0	0
2468881	0	0	0	0	0	0	0	1	0	0	1	0
4408165	0	0	0	0	0	0	0	2	1	0	1	0
1765706	0	0	0	0	0	0	0	1	1	0	0	0
615907	0	0	0	0	0	0	0	1	0	0	0	0
4308189	0	0	0	0	0	0	0	3	2	0	0	1
330731	0	0	0	0	0	0	0	1	0	0	0	0
286507	0	0	0	0	0	0	0	1	1	0	0	1
513602	0	0	0	0	0	0	0	2	0	0	0	0
1112526	0	0	0	0	0	0	0	6	0	0	0	0
516593	0	0	0	0	0	0	0	1	0	0	0	0
331234	0	0	0	0	0	0	0	1	0	0	0	0
4292815	0	0	0	0	0	0	0	1	0	0	0	0
4445430	0	0	0	0	0	0	0	1	0	0	0	0
156791	0	0	0	0	0	0	0	1	0	0	1	0
1115106	0	0	0	0	0	0	0	1	0	0	0	0
4403245	0	0	0	0	0	0	0	1	0	0	0	1
577266	0	0	0	0	0	0	0	1	0	0	0	0
556513	0	0	0	0	0	0	0	1	0	0	0	0
4335446	0	0	0	0	0	0	0	1	0	0	0	0
3656078	0	0	0	0	0	0	0	1	0	0	0	0
1011216	0	0	0	0	0	0	0	1	0	0	0	0
369183	0	0	0	0	0	0	0	1	0	0	0	0
562817	0	0	0	0	0	0	0	1	0	0	0	0
1110586	0	0	0	0	0	0	0	1	0	0	0	0
587047	0	0	0	0	0	0	0	1	1	1	0	0
817926	0	0	0	0	0	0	0	1	0	0	0	0
4423360	0	0	0	0	0	0	0	3	0	0	0	0
4411670	0	0	0	0	0	0	0	2	0	0	0	0
217410	0	0	0	0	0	0	0	1	0	0	0	0
236991	0	0	0	0	0	0	0	1	1	1	0	0
4301261	0	0	0	0	0	0	0	1	0	2	1	0
570204	0	0	0	0	0	0	0	1	0	1	0	0
722776	0	0	0	0	0	0	0	1	0	0	0	0
964020	0	0	0	0	0	0	0	1	0	1	0	0
1061145	0	0	0	0	0	0	0	1	1	1	0	0
4302936	0	0	0	0	0	0	0	1	0	0	0	0
246060	0	0	0	0	0	0	0	2	0	0	0	0
221497	0	0	0	0	0	0	0	1	0	0	0	0
533472	0	0	0	0	0	0	0	1	0	0	1	0
232365	0	0	0	0	0	0	0	1	0	0	0	0
544313	0	0	0	0	0	0	0	2	1	0	0	0
90664	0	0	0	0	0	0	0	1	0	0	0	0
593890	0	0	0	0	0	0	0	1	0	0	0	0
211887	0	0	0	0	0	0	0	1	0	0	0	0
2566739	0	0	0	0	0	0	0	1	0	0	0	0
572275	0	0	0	0	0	0	0	1	0	1	0	0
4366834	0	0	0	0	0	0	0	1	0	0	0	0
109694	0	0	0	0	0	0	0	1	0	0	0	0
343719	0	0	0	0	0	0	0	1	0	0	0	0
707087	0	0	0	0	0	0	0	1	0	0	0	0
4469253	0	0	0	0	0	0	0	1	0	0	0	0
850137	0	0	0	0	0	0	0	1	0	0	0	0
172425	0	0	0	0	0	0	0	1	0	0	0	1
688784	0	0	0	0	0	0	0	1	0	0	0	0
279325	0	0	0	0	0	0	0	1	0	0	0	0
250850	0	0	0	0	0	0	0	1	0	0	0	0
4440765	0	0	0	0	0	0	0	1	1	0	0	0
4330047	0	0	0	0	0	0	0	1	0	0	1	0
362643	0	0	0	0	0	0	0	1	0	0	0	0
249425	0	0	0	0	0	0	0	1	0	0	1	0
131159	0	0	0	0	0	0	0	1	0	0	1	0
4481986	0	0	0	0	0	0	0	1	1	0	0	0
91890	0	0	0	0	0	0	0	1	0	0	0	0
4314419	0	0	0	0	0	0	0	2	0	0	0	0
1125335	0	0	0	0	0	0	0	1	1	0	0	0
570650	0	0	0	0	0	0	0	1	0	0	0	0
543942	0	0	0	0	0	0	0	1	0	0	0	0
951455	0	0	0	0	0	0	0	1	0	0	0	0
4467220	0	0	0	0	0	0	0	2	0	0	0	0
4418945	0	0	0	0	0	0	0	2	2	0	1	2
574585	0	0	0	0	0	0	0	1	0	0	0	0
2203624	0	0	0	0	0	0	0	1	1	0	0	0
95608	0	0	0	0	0	0	0	1	0	0	0	1
219657	0	0	0	0	0	0	0	2	0	0	1	0
3152260	0	0	0	0	0	0	0	1	1	0	0	0
1121806	0	0	0	0	0	0	0	1	0	0	0	0
588343	0	0	0	0	0	0	0	1	0	0	0	0
850731	0	0	0	0	0	0	0	1	0	0	0	0
360433	0	0	0	0	0	0	0	1	0	0	0	0
237286	0	0	0	0	0	0	0	1	0	0	0	0
257800	0	0	0	0	0	0	0	2	1	2	1	0
284308	0	0	0	0	0	0	0	2	0	0	1	0
4021894	0	0	0	0	0	0	0	1	0	0	0	0
1084643	0	0	0	0	0	0	0	1	0	0	0	0
780788	0	0	0	0	0	0	0	1	1	0	0	1
